Tarih,PM10,PM2.5,SO2,NO2,NOX,NO
2024-01-01 13:00:56,"35,45","24,87","3,75","35,02","50,06","15,04"
2024-01-01 14:00:56,"27,26","18,21","4,47","32,62","43,75","11,13"
2024-01-01 15:00:56,"22,97","12,77","4,27","21,22","27,49","6,26"
2024-01-01 16:00:56,"16,65","8,45","4,48","27,62","33,28","5,66"
2024-01-01 17:00:56,"20,90","18,97","3,77","27,88","31,70","3,82"
2024-01-01 18:00:56,"22,35","21,70","3,24","51,75","59,91","8,16"
2024-01-01 19:00:56,"36,83","21,65","2,84","66,73","101,22","34,49"
2024-01-01 20:00:56,"41,27","26,31","2,77","64,97","170,51","105,54"
2024-01-01 21:00:56,"37,81","28,95","2,78","66,35","170,81","104,46"
2024-01-01 22:00:56,"54,38","28,65","3,23","63,06","220,83","157,77"
2024-01-01 23:00:56,"58,08","36,69","3,24","60,24","205,43","145,19"
2024-01-02 00:00:56,"58,22","40,87","3,52","59,63","256,70","197,07"
2024-01-02 01:00:56,"52,05","41,74","3,44","57,42","214,62","157,20"
2024-01-02 02:00:56,"45,24","35,65","3,35","51,89","186,16","134,27"
2024-01-02 03:00:56,"40,78","34,17","3,20","52,28","139,25","86,97"
2024-01-02 04:00:56,"43,96","35,24","2,95","55,22","99,53","44,31"
2024-01-02 05:00:56,"45,23","29,33","2,75","55,28","94,46","39,18"
2024-01-02 06:00:56,"32,88","28,89","2,54","49,83","89,16","39,33"
2024-01-02 07:00:56,"34,31","23,82","2,44","52,71","106,00","53,28"
2024-01-02 08:00:56,"28,84","25,85","2,59","48,31","170,50","122,19"
2024-01-02 09:00:56,"26,92","21,11","3,12","45,60","315,17","269,57"
2024-01-02 10:00:56,"53,01","29,14","3,63","43,30","371,52","328,22"
2024-01-02 11:00:56,"74,17","37,05","3,95","49,40","242,53","193,13"
2024-01-02 12:00:56,"76,83","43,82","3,95","58,17","184,94","126,77"
2024-01-02 13:00:56,"51,26","40,58","3,40","59,97","120,15","60,18"
2024-01-02 14:00:56,"29,52","27,42","3,05","58,29","112,39","54,11"
2024-01-02 15:00:56,"31,80","25,34","3,00","62,77","136,79","74,02"
2024-01-02 16:00:56,"31,84","24,92","3,43","71,52","169,29","97,77"
2024-01-02 17:00:56,"32,01","28,90","3,37","70,38","125,27","54,88"
2024-01-02 18:00:56,"43,48","36,99","4,02","74,79","159,89","85,10"
2024-01-02 19:00:56,"43,51","41,87","3,78","71,17","207,91","136,74"
2024-01-02 20:00:56,"41,35","37,21","4,25","68,10","342,71","274,62"
2024-01-02 21:00:56,"58,88","39,49","3,68","66,11","217,33","151,22"
2024-01-02 22:00:56,"49,47","32,40","3,74","67,59","131,21","63,62"
2024-01-02 23:00:56,"43,48","28,01","2,72","50,84","70,28","19,45"
2024-01-03 00:00:56,"31,59","25,62","2,20","31,86","36,47","4,61"
2024-01-03 01:00:56,"21,22","20,47","1,72","36,49","40,75","4,26"
2024-01-03 02:00:56,"20,52","14,28","1,54","26,92","29,51","2,59"
2024-01-03 03:00:56,"17,53","16,56","1,47","25,16","27,45","2,29"
2024-01-03 04:00:56,"14,74","11,62","1,54","22,56","24,16","1,59"
2024-01-03 05:00:56,"11,56","7,78","1,49","19,65","21,92","2,27"
2024-01-03 06:00:56,"9,60","7,46","1,51","19,16","20,42","1,26"
2024-01-03 07:00:56,"6,58","6,37","1,71","27,32","28,81","1,50"
2024-01-03 08:00:56,"5,12","4,83","1,68","47,71","55,86","8,16"
2024-01-03 09:00:56,"4,15","3,55","2,21","57,62","96,24","38,61"
2024-01-03 10:00:56,"10,63","10,36","2,19","55,98","100,90","44,91"
2024-01-03 11:00:56,"14,76","10,82","2,91","51,80","87,00","35,20"
2024-01-03 12:00:56,"10,88","8,21","3,55","44,12","56,38","12,26"
2024-01-03 13:00:56,"7,92","6,80","4,56","30,41","39,25","8,84"
2024-01-03 14:00:56,"8,01","4,48","6,11","25,72","97,33","71,62"
2024-01-03 16:00:56,"4,25","2,95","1,35","31,84","38,96","7,12"
2024-01-03 17:00:56,"4,69","2,35","1,50","40,53","47,88","7,34"
2024-01-03 18:00:56,"11,80","9,53","1,11","60,30","67,88","7,58"
2024-01-03 19:00:56,"20,24","13,52","1,48","76,44","189,46","113,02"
2024-01-03 20:00:56,"37,08","22,07","1,40","75,08","184,91","109,83"
2024-01-03 21:00:56,"51,95","21,70","1,55","75,58","165,02","89,44"
2024-01-03 22:00:56,"38,01","19,27","1,87","72,77","94,45","21,68"
2024-01-03 23:00:56,"20,21","20,03","1,55","73,97","101,33","27,36"
2024-01-04 00:00:56,"21,47","15,67","1,67","63,53","76,71","13,18"
2024-01-04 01:00:56,"17,54","15,71","1,30","40,91","44,47","3,55"
2024-01-04 02:00:56,"14,86","10,28","1,21","32,96","34,36","1,40"
2024-01-04 03:00:56,"13,53","10,04","1,04","26,16","27,45","1,29"
2024-01-04 04:00:56,"11,91","8,66","2,97","19,51","20,24","0,73"
2024-01-04 05:00:56,"11,52","5,35","2,89","17,93","18,82","0,89"
2024-01-04 06:00:56,"9,75","5,74","2,89","21,94","23,29","1,36"
2024-01-04 07:00:56,"9,35","5,02","2,77","21,82","24,34","2,52"
2024-01-04 08:00:56,"10,12","9,31","2,74","37,60","42,26","4,65"
2024-01-04 09:00:56,"12,74","10,79","2,80","62,34","77,74","15,40"
2024-01-04 10:00:56,"11,95","9,56","3,09","62,74","85,53","22,79"
2024-01-04 11:00:56,"13,52","5,71","3,73","46,27","61,24","14,97"
2024-01-04 12:00:56,"10,13","3,79","2,63","40,05","51,50","11,44"
2024-01-04 13:00:56,"6,10","4,81","3,99","32,61","41,97","9,36"
2024-01-04 14:00:56,"5,69","4,77","4,16","31,22","36,89","5,67"
2024-01-04 15:00:56,"4,86","3,68","4,69","36,35","44,36","8,01"
2024-01-04 16:00:56,"6,68","6,44","3,56","40,88","50,14","9,26"
2024-01-04 17:00:56,"9,41","8,49","2,95","54,28","62,47","8,18"
2024-01-04 18:00:56,"7,90","7,85","2,04","70,87","88,82","17,95"
2024-01-04 19:00:56,"14,80","11,74","1,62","82,08","118,16","36,08"
2024-01-04 20:00:56,"14,85","10,17","1,26","77,80","107,82","30,01"
2024-01-04 21:00:56,"19,88","10,47","2,96","61,75","74,52","12,78"
2024-01-04 22:00:56,"22,21","7,80","2,82","60,73","67,86","7,13"
2024-01-04 23:00:56,"18,46","5,23","2,49","66,52","72,54","6,02"
2024-01-05 00:00:56,"15,67","6,96","2,41","55,28","62,38","7,10"
2024-01-05 01:00:56,"16,80","7,70","2,24","60,05","72,67","12,61"
2024-01-05 02:00:56,"12,68","6,11","2,14","34,12","36,34","2,21"
2024-01-05 03:00:56,"10,28","7,39","2,00","27,16","29,34","2,18"
2024-01-05 04:00:56,"9,93","7,67","2,03","31,33","34,12","2,79"
2024-01-05 05:00:56,"7,35","5,78","1,88","17,16","19,70","2,54"
2024-01-05 06:00:56,"12,35","11,23","1,91","19,36","20,92","1,56"
2024-01-05 07:00:56,"13,17","11,37","2,04","31,56","34,30","2,74"
2024-01-05 08:00:56,"17,07","7,58","1,98","36,67","41,73","5,06"
2024-01-05 09:00:56,"18,41","8,20","1,97","62,44","73,22","10,78"
2024-01-05 10:00:56,"14,84","9,47","2,04","66,12","87,26","21,14"
2024-01-05 11:00:56,"10,37","9,34","2,36","38,01","51,09","13,08"
2024-01-05 12:00:56,"7,42","7,32","2,92","28,13","34,77","6,65"
2024-01-05 13:00:56,"6,44","4,58","3,69","23,61","30,32","6,71"
2024-01-05 14:00:56,"7,86","3,12","2,90","17,46","22,63","5,17"
2024-01-05 15:00:56,"7,85","2,44","3,25","25,12","33,26","8,14"
2024-01-05 16:00:56,"8,05","4,61","3,01","27,72","35,29","7,57"
2024-01-05 17:00:56,"9,61","6,16","2,97","35,51","43,85","8,35"
2024-01-05 18:00:56,"19,17","8,56","2,73","56,02","70,33","14,31"
2024-01-05 19:00:56,"31,32","10,25","2,97","82,91","138,48","55,57"
2024-01-05 20:00:56,"33,38","15,36","1,40","81,14","183,75","102,61"
2024-01-05 21:00:56,"44,68","27,02","1,53","74,29","244,16","169,87"
2024-01-05 22:00:56,"78,28","40,97","3,34","67,60","325,06","257,47"
2024-01-05 23:00:56,"109,66","67,85","3,68","61,55","381,12","319,58"
2024-01-06 00:00:56,"116,52","80,36","4,14","64,71","413,12","348,42"
2024-01-06 01:00:56,"104,16","66,49","4,61","66,24","438,89","372,65"
2024-01-06 02:00:56,"82,07","51,17","3,08","66,72","289,33","222,61"
2024-01-06 03:00:56,"65,72","41,85","2,22","68,68","119,98","51,30"
2024-01-06 04:00:56,"58,48","29,98","1,49","61,35","150,25","88,91"
2024-01-06 05:00:56,"56,37","22,24","0,78","51,62","178,58","126,96"
2024-01-06 06:00:56,"52,72","16,50","0,66","54,70","154,71","100,01"
2024-01-06 07:00:56,"34,22","10,23","0,67","53,84","142,31","88,47"
2024-01-06 08:00:56,"29,64","19,96","0,64","48,64","179,57","130,93"
2024-01-06 09:00:56,"41,00","24,51","0,89","44,60","245,90","201,30"
2024-01-06 10:00:56,"50,94","27,77","1,45","47,70","289,12","241,42"
2024-01-06 11:00:56,"39,84","23,69","2,00","62,49","220,89","158,39"
2024-01-06 12:00:56,"26,82","23,48","2,35","65,59","158,25","92,65"
2024-01-06 13:00:56,"25,19","17,02","2,16","50,85","81,78","30,93"
2024-01-06 14:00:56,"16,94","11,72","1,99","50,66","76,02","25,36"
2024-01-06 15:00:56,"12,80","8,80","1,60","48,45","70,89","22,45"
2024-01-06 16:00:56,"8,43","7,14","1,29","38,57","50,34","11,77"
2024-01-06 17:00:56,"8,82","5,82","1,11","40,55","50,08","9,52"
2024-01-06 18:00:56,"8,32","8,30","1,21","76,90","148,51","71,61"
2024-01-06 19:00:56,"28,21","8,33","1,67","77,07","257,58","180,50"
2024-01-06 20:00:56,"44,65","18,80","2,45","78,03","310,50","232,47"
2024-01-06 21:00:56,"63,38","28,24","2,37","77,66","186,73","109,07"
2024-01-06 22:00:56,"56,38","21,81","2,59","75,49","132,21","56,72"
2024-01-06 23:00:56,"35,20","20,99","1,81","71,69","150,24","78,56"
2024-01-07 00:00:56,"21,47","20,69","1,48","64,31","138,47","74,16"
2024-01-07 01:00:56,"26,58","13,48","1,33","59,93","137,13","77,21"
2024-01-07 02:00:56,"20,45","14,08","1,24","55,00","170,41","115,41"
2024-01-07 03:00:56,"33,62","17,47","2,94","54,35","101,83","47,49"
2024-01-07 04:00:56,"28,83","15,98","2,74","53,59","90,37","36,78"
2024-01-07 05:00:56,"17,53","11,53","2,45","52,42","77,44","25,02"
2024-01-07 06:00:56,"17,61","11,21","2,19","52,83","75,89","23,05"
2024-01-07 07:00:56,"16,29","15,98","2,24","53,99","68,53","14,54"
2024-01-07 08:00:56,"14,16","14,08","2,20","57,55","67,52","9,97"
2024-01-07 09:00:56,"18,65","13,21","2,40","60,96","109,43","48,47"
2024-01-07 10:00:56,"14,88","11,50","2,64","52,10","156,62","104,52"
2024-01-07 11:00:56,"9,80","7,23","3,06","50,42","127,07","76,66"
2024-01-07 12:00:56,"9,76","7,01","3,41","39,69","52,41","12,72"
2024-01-07 13:00:56,"10,34","8,31","3,52","32,33","39,65","7,32"
2024-01-07 14:00:56,"9,93","7,84","3,58","38,32","44,48","6,16"
2024-01-07 15:00:56,"8,14","6,48","3,44","41,90","48,24","6,34"
2024-01-07 16:00:56,"7,74","3,89","3,10","28,69","33,29","4,60"
2024-01-07 17:00:56,"7,00","5,25","2,98","26,70","28,71","2,00"
2024-01-07 18:00:56,"17,43","8,33","2,68","34,87","36,66","1,79"
2024-01-07 19:00:56,"18,01","7,16","2,58","40,53","42,77","2,24"
2024-01-07 20:00:56,"16,45","7,19","2,63","27,40","29,14","1,74"
2024-01-07 21:00:56,"15,06","9,04","2,73","24,39","27,06","2,67"
2024-01-07 22:00:56,"12,72","10,79","2,88","23,31","24,73","1,42"
2024-01-07 23:00:56,"19,37","12,44","2,86","18,90","21,31","2,40"
2024-01-08 00:00:56,"18,09","8,32","2,81","18,27","21,21","2,94"
2024-01-08 01:00:56,"9,81","6,42","2,59","16,26","19,01","2,76"
2024-01-08 02:00:56,"20,42","5,78","2,46","19,09","20,65","1,57"
2024-01-08 03:00:56,"30,44","3,71","2,23","20,44","21,55","1,11"
2024-01-08 04:00:56,"25,09","4,30","2,13","22,32","24,23","1,92"
2024-01-08 05:00:56,"18,54","4,72","2,04","25,06","26,44","1,38"
2024-01-08 06:00:56,"12,97","5,34","2,11","45,93","48,77","2,84"
2024-01-08 07:00:56,"11,98","5,27","2,09","53,15","58,49","5,33"
2024-01-08 08:00:56,"12,27","8,22","2,24","63,18","97,45","34,27"
2024-01-08 09:00:56,"9,80","8,85","2,53","61,46","130,30","68,84"
2024-01-08 10:00:56,"15,92","7,05","2,53","67,59","121,08","53,49"
2024-01-08 11:00:56,"15,89","5,75","2,93","70,31","159,07","88,76"
2024-01-08 12:00:56,"16,24","3,42","2,65","72,40","126,19","53,79"
2024-01-08 13:00:56,"19,70","1,80","2,67","58,65","86,61","27,95"
2024-01-08 14:00:56,"20,31","5,39","2,46","50,52","67,39","16,87"
2024-01-08 15:00:56,"15,01","8,12","2,34","36,58","46,24","9,65"
2024-01-08 16:00:56,"13,35","10,44","2,39","33,62","42,85","9,22"
2024-01-08 17:00:56,"12,66","7,47","2,38","40,93","49,21","8,27"
2024-01-08 18:00:56,"17,99","5,17","2,44","65,00","85,22","20,22"
2024-01-08 19:00:56,"17,31","13,67","2,54","60,15","79,55","19,40"
2024-01-08 20:00:56,"20,69","14,03","2,44","62,96","77,92","14,96"
2024-01-08 21:00:56,"18,67","11,19","2,54","54,21","62,32","8,10"
2024-01-08 22:00:56,"13,68","10,43","2,45","61,94","69,11","7,18"
2024-01-08 23:00:56,"11,35","8,97","2,48","66,86","77,27","10,41"
2024-01-09 00:00:56,"11,63","6,50","2,64","66,23","76,67","10,44"
2024-01-09 01:00:56,"9,95","5,21","2,60","72,39","122,14","49,75"
2024-01-09 02:00:56,"8,77","8,45","2,69","63,54","75,43","11,89"
2024-01-09 03:00:56,"15,77","9,72","2,49","46,93","49,01","2,08"
2024-01-09 04:00:56,"14,81","6,96","2,44","51,04","54,50","3,46"
2024-01-09 05:00:56,"12,82","7,23","2,24","47,62","49,23","1,61"
2024-01-09 06:00:56,"12,05","7,07","2,26","61,38","77,72","16,34"
2024-01-09 07:00:56,"14,23","5,17","2,24","66,95","87,00","20,04"
2024-01-09 08:00:56,"14,85","3,47","2,34","67,47","105,96","38,49"
2024-01-09 09:00:56,"11,12","5,01","2,91","66,56","230,88","164,32"
2024-01-09 10:00:56,"24,46","4,60","2,84","63,27","173,57","110,30"
2024-01-09 11:00:56,"21,80","8,77","3,23","59,71","117,22","57,52"
2024-01-09 12:00:56,"16,41","13,68","2,97","41,20","54,42","13,22"
2024-01-09 13:00:56,"20,11","19,56","2,78","34,71","44,23","9,51"
2024-01-09 14:00:56,"17,88","16,40","2,63","27,32","33,61","6,29"
2024-01-09 15:00:56,"12,69","10,66","2,62","25,64","31,09","5,45"
2024-01-09 16:00:56,"10,15","6,49","2,57","32,81","39,79","6,98"
2024-01-09 17:00:56,"9,92","3,54","2,54","35,75","41,47","5,72"
2024-01-09 18:00:56,"15,31","8,16","2,50","36,84","40,73","3,89"
2024-01-09 19:00:56,"14,89","13,58","2,46","46,57","53,60","7,03"
2024-01-09 20:00:56,"10,75","10,42","2,29","55,41","62,61","7,20"
2024-01-09 21:00:56,"7,58","6,64","2,44","71,68","99,77","28,09"
2024-01-09 22:00:56,"16,61","8,20","2,25","69,37","109,13","39,76"
2024-01-09 23:00:56,"17,48","7,15","2,33","63,83","84,19","20,35"
2024-01-10 00:00:56,"9,86","8,16","2,23","36,92","40,85","1,93"
2024-01-10 01:00:56,"15,73","7,72","2,23","28,74","31,40","2,65"
2024-01-10 02:00:56,"15,41","8,66","2,12","17,43","19,08","1,64"
2024-01-10 03:00:56,"8,73","8,69","2,05","13,73","14,63","0,90"
2024-01-10 04:00:56,"6,47","5,84","2,00","11,46","12,79","1,32"
2024-01-10 05:00:56,"10,38","6,40","2,01","9,63","10,79","1,16"
2024-01-10 06:00:56,"10,09","6,45","1,83","11,69","12,51","0,83"
2024-01-10 07:00:56,"10,28","5,20","1,93","12,67","14,39","1,72"
2024-01-10 08:00:56,"8,51","4,68","1,86","21,08","22,20","1,12"
2024-01-10 09:00:56,"6,89","3,77","1,88","29,17","35,19","6,02"
2024-01-10 10:00:56,"6,02","5,52","2,00","26,38","31,07","4,69"
2024-01-10 11:00:56,"6,28","5,99","1,96","23,75","28,83","5,08"
2024-01-10 12:00:56,"5,26","5,13","2,11","21,49","26,80","5,31"
2024-01-10 13:00:56,"4,85","4,50","2,03","21,90","25,79","3,89"
2024-01-10 14:00:56,"20,29","3,66","2,12","19,29","23,92","4,62"
2024-01-10 15:00:56,"18,58","2,56","2,18","18,76","23,36","4,59"
2024-01-10 16:00:56,"12,97","7,38","2,36","21,02","24,88","3,86"
2024-01-10 17:00:56,"18,08","7,73","2,32","33,26","39,58","6,33"
2024-01-10 18:00:56,"24,56","9,00","2,33","36,20","43,55","7,35"
2024-01-10 19:00:56,"18,73","8,84","2,38","45,27","57,96","12,68"
2024-01-10 20:00:56,"11,56","5,59","2,26","36,21","42,19","5,98"
2024-01-10 21:00:56,"8,37","6,71","2,32","34,40","37,74","3,34"
2024-01-10 22:00:56,"6,82","5,05","2,31","31,49","35,23","3,74"
2024-01-10 23:00:56,"5,48","5,31","2,32","25,25","26,82","1,57"
2024-01-11 00:00:56,"13,97","4,94","2,37","27,24","29,02","1,77"
2024-01-11 01:00:56,"13,28","8,45","2,48","21,03","22,67","1,64"
2024-01-11 02:00:56,"12,18","7,63","2,28","16,45","18,43","1,98"
2024-01-11 03:00:56,"10,78","7,12","2,39","13,52","14,68","1,16"
2024-01-11 04:00:56,"8,09","6,58","2,15","14,21","15,11","0,90"
2024-01-11 05:00:56,"20,52","4,70","2,20","13,23","14,91","1,68"
2024-01-11 06:00:56,"19,94","4,36","2,09","13,30","14,22","0,93"
2024-01-11 07:00:56,"17,59","4,20","2,16","16,87","17,26","0,39"
2024-01-11 08:00:56,"14,36","3,67","2,09","32,83","35,52","2,68"
2024-01-11 09:00:56,"9,79","3,92","2,11","42,62","47,50","4,88"
2024-01-11 10:00:56,"11,18","6,34","2,29","27,21","31,10","3,88"
2024-01-11 11:00:56,"11,79","4,62","2,56","20,41","24,39","3,98"
2024-01-11 12:00:56,"6,68","4,71","2,96","22,69","29,23","6,53"
2024-01-11 13:00:56,"5,96","4,25","2,11","43,46","68,73","25,27"
2024-01-11 14:00:56,"7,03","4,66","2,26","60,77","101,25","40,49"
2024-01-11 15:00:56,"15,36","12,47","2,88","48,06","72,06","24,00"
2024-01-11 16:00:56,"18,71","17,00","2,60","40,48","54,02","13,54"
2024-01-11 17:00:56,"16,43","14,20","1,93","47,19","58,26","11,08"
2024-01-11 18:00:56,"25,49","17,53","1,69","56,62","71,80","15,17"
2024-01-11 19:00:56,"34,30","22,41","1,20","64,43","87,89","23,46"
2024-01-11 20:00:56,"39,61","24,47","1,38","58,97","82,92","23,95"
2024-01-11 21:00:56,"39,96","21,06","1,33","65,02","89,52","24,50"
2024-01-11 22:00:56,"36,26","16,54","1,56","61,68","77,88","16,20"
2024-01-11 23:00:56,"32,19","12,55","1,47","51,94","58,51","6,57"
2024-01-12 00:00:56,"42,96","15,50","1,61","40,44","43,83","3,39"
2024-01-12 01:00:56,"32,27","17,82","1,41","34,61","36,87","2,27"
2024-01-12 02:00:56,"17,23","13,89","1,40","35,01","38,37","3,36"
2024-01-12 03:00:56,"10,40","9,19","1,42","38,09","41,39","3,30"
2024-01-12 04:00:56,"13,86","9,95","1,20","30,75","32,39","1,64"
2024-01-12 05:00:56,"16,98","14,13","1,31","36,29","38,74","2,45"
2024-01-12 06:00:56,"17,83","14,89","1,16","50,16","54,04","3,87"
2024-01-12 07:00:56,"18,78","13,33","1,19","45,86","48,22","2,36"
2024-01-12 08:00:56,"17,04","11,78","1,18","50,01","62,10","12,09"
2024-01-12 09:00:56,"14,03","11,58","1,32","57,65","96,02","38,37"
2024-01-12 10:00:56,"13,31","12,36","1,57","55,07","88,45","33,39"
2024-01-12 11:00:56,"20,86","16,22","3,43","44,64","61,44","16,79"
2024-01-12 12:00:56,"21,27","13,66","3,77","29,90","39,12","9,22"
2024-01-12 13:00:56,"13,00","8,89","5,14","22,77","30,11","7,34"
2024-01-12 14:00:56,"13,06","8,42","4,67","26,85","34,02","7,17"
2024-01-12 15:00:56,"26,41","18,67","4,13","31,19","40,14","8,94"
2024-01-12 16:00:56,"24,28","15,41","3,29","33,29","42,11","8,82"
2024-01-12 17:00:56,"20,45","18,33","2,62","37,31","45,26","7,95"
2024-01-12 18:00:56,"33,65","19,63","2,53","43,24","52,46","9,22"
2024-01-12 19:00:56,"28,32","17,91","2,08","47,98","59,14","11,15"
2024-01-12 20:00:56,"21,31","16,98","2,48","51,92","62,35","10,43"
2024-01-12 21:00:56,"33,90","18,84","2,97","28,21","33,44","5,23"
2024-01-12 22:00:56,"30,31","17,62","3,05","32,02","35,66","3,64"
2024-01-12 23:00:56,"21,08","11,67","3,41","44,86","48,98","4,12"
2024-01-13 00:00:56,"24,50","13,56","3,77","48,64","54,14","5,50"
2024-01-13 01:00:56,"19,10","12,75","2,98","39,36","42,33","2,97"
2024-01-13 02:00:56,"15,39","10,47","3,04","25,68","27,95","2,27"
2024-01-13 03:00:56,"20,90","8,19","2,09","22,44","24,42","1,98"
2024-01-13 04:00:56,"19,01","5,83","1,59","15,27","16,51","1,24"
2024-01-13 05:00:56,"12,53","4,78","0,95","19,43","20,08","0,65"
2024-01-13 06:00:56,"9,40","3,61","0,95","21,06","21,63","0,58"
2024-01-13 07:00:56,"9,51","7,51","0,73","17,01","18,21","1,20"
2024-01-13 08:00:56,"15,09","10,61","0,64","22,80","24,76","1,96"
2024-01-13 09:00:56,"16,60","6,47","0,95","30,33","32,06","1,74"
2024-01-13 10:00:56,"14,17","9,92","0,90","22,83","25,07","2,24"
2024-01-13 11:00:56,"15,81","14,20","1,28","17,90","20,24","2,34"
2024-01-13 12:00:56,"12,84","10,97","1,43","17,03","20,06","3,03"
2024-01-13 13:00:56,"10,04","7,08","1,62","20,64","25,13","4,49"
2024-01-13 14:00:56,"8,88","4,84","1,60","21,16","27,75","6,59"
2024-01-13 15:00:56,"8,27","7,37","1,83","20,63","25,72","5,10"
2024-01-13 16:00:56,"10,22","5,96","1,60","25,68","31,96","6,28"
2024-01-13 17:00:56,"29,21","11,13","1,57","27,29","31,88","4,59"
2024-01-13 18:00:56,"29,08","9,71","1,64","36,93","42,26","5,33"
2024-01-13 19:00:56,"16,82","11,39","3,00","64,41","83,71","19,29"
2024-01-13 20:00:56,"31,65","17,71","3,14","53,48","64,76","11,29"
2024-01-13 21:00:56,"29,15","19,83","5,71","41,24","46,99","5,75"
2024-01-13 22:00:56,"19,27","18,76","5,41","40,27","42,94","2,68"
2024-01-13 23:00:56,"34,15","18,67","4,13","47,05","48,01","0,96"
2024-01-14 00:00:56,"32,36","16,61","3,90","61,67","69,93","8,26"
2024-01-14 01:00:56,"21,29","14,10","1,36","69,70","87,67","17,97"
2024-01-14 02:00:56,"16,44","12,98","1,50","44,69","47,33","2,64"
2024-01-14 03:00:56,"14,18","11,68","1,20","46,02","47,95","1,94"
2024-01-14 04:00:56,"18,29","13,69","1,49","41,54","43,36","1,82"
2024-01-14 05:00:56,"15,94","11,49","1,23","36,55","38,32","1,77"
2024-01-14 06:00:56,"11,46","6,76","1,52","30,42","31,64","1,22"
2024-01-14 07:00:56,"14,98","8,95","1,12","36,62","39,00","2,38"
2024-01-14 08:00:56,"16,15","10,04","1,23","65,31","79,14","13,82"
2024-01-14 09:00:56,"12,27","9,94","1,08","65,34","85,40","20,05"
2024-01-14 10:00:56,"21,14","7,71","1,52","56,42","86,35","29,93"
2024-01-14 11:00:56,"20,31","12,83","1,87","41,91","60,08","18,17"
2024-01-14 12:00:56,"12,82","11,95","2,17","20,99","27,46","6,47"
2024-01-14 13:00:56,"8,71","5,99","2,40","37,54","53,59","16,05"
2024-01-14 14:00:56,"15,53","6,56","2,04","20,03","27,41","7,38"
2024-01-14 15:00:56,"14,74","11,26","2,18","19,88","27,10","7,22"
2024-01-14 16:00:56,"11,83","9,16","2,17","24,80","31,57","6,77"
2024-01-14 17:00:56,"9,06","7,30","2,07","30,05","39,77","9,72"
2024-01-14 18:00:56,"17,75","11,10","2,21","40,42","49,17","8,75"
2024-01-14 19:00:56,"32,34","11,82","2,35","69,60","93,17","23,57"
2024-01-14 20:00:56,"35,64","17,16","2,49","77,71","110,87","33,16"
2024-01-14 21:00:56,"47,88","23,26","2,55","72,69","89,23","16,54"
2024-01-14 22:00:56,"42,86","29,37","3,35","71,28","234,82","163,54"
2024-01-14 23:00:56,"41,24","34,04","2,95","73,97","285,31","211,34"
2024-01-15 00:00:56,"52,63","34,41","3,19","69,84","275,66","205,83"
2024-01-15 01:00:56,"59,75","31,91","3,46","68,43","345,81","277,38"
2024-01-15 02:00:56,"60,87","40,38","3,28","69,59","323,20","253,61"
2024-01-15 03:00:56,"67,30","43,77","3,12","67,68","235,84","168,16"
2024-01-15 04:00:56,"70,76","44,46","3,11","64,11","235,31","171,20"
2024-01-15 05:00:56,"82,67","43,59","2,59","58,14","215,41","157,27"
2024-01-15 06:00:56,"60,26","46,45","2,45","56,25","223,54","167,29"
2024-01-15 07:00:56,"39,44","37,02","2,45","52,94","209,85","156,91"
2024-01-15 08:00:56,"54,49","46,91","2,67","53,92","254,12","200,20"
2024-01-15 09:00:56,"56,06","55,66","2,97","55,53","354,56","299,03"
2024-01-15 10:00:56,"55,53","49,74","4,12","61,11","427,14","366,03"
2024-01-15 11:00:56,"46,91","42,44","4,39","72,25","325,65","253,40"
2024-01-15 12:00:56,"52,06","44,78","4,76","76,41","207,79","131,37"
2024-01-15 13:00:56,"53,39","51,39","4,86","74,68","151,01","76,32"
2024-01-15 14:00:56,"48,30","45,27","4,08","76,02","135,89","59,87"
2024-01-15 15:00:56,"66,92","50,31","4,76","86,70","170,89","84,19"
2024-01-15 16:00:56,"84,81","56,39","4,23","80,82","138,84","58,02"
2024-01-15 17:00:56,"74,57","43,15","4,29","85,98","135,35","49,37"
2024-01-15 18:00:56,"47,68","30,68","3,00","79,90","126,08","46,17"
2024-01-15 19:00:56,"43,29","22,25","2,29","72,29","100,04","27,75"
2024-01-15 20:00:56,"35,72","17,40","2,02","55,50","72,28","16,79"
2024-01-15 21:00:56,"25,04","16,79","2,07","53,24","68,46","15,23"
2024-01-15 22:00:56,"28,93","12,25","1,82","63,15","84,52","21,37"
2024-01-15 23:00:56,"29,66","10,87","2,64","74,71","128,96","54,25"
2024-01-16 00:00:56,"26,53","17,55","2,57","72,49","112,41","39,92"
2024-01-16 01:00:56,"19,81","19,51","3,13","65,67","109,83","44,16"
2024-01-16 02:00:56,"18,51","11,77","1,92","55,59","61,25","5,67"
2024-01-16 03:00:56,"13,75","11,97","1,72","50,48","54,59","4,10"
2024-01-16 04:00:56,"10,31","7,59","1,56","37,88","41,06","3,18"
2024-01-16 05:00:56,"11,69","4,86","1,90","19,47","19,94","0,46"
2024-01-16 06:00:56,"9,89","3,66","1,32","16,32","16,86","0,54"
2024-01-16 07:00:56,"12,33","7,85","1,06","16,01","16,56","0,55"
2024-01-16 08:00:56,"12,73","10,28","1,06","32,90","36,69","3,79"
2024-01-16 09:00:56,"10,43","6,84","1,08","42,35","51,10","8,75"
2024-01-16 10:00:56,"7,98","7,06","1,10","48,13","57,47","9,34"
2024-01-16 11:00:56,"7,23","5,49","0,97","41,50","47,90","6,41"
